,# 央视
Sport Tv Pistoia,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19113/index.m3u8
RTV Sport (San Marino),http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19117/index.m3u8
Eleven Sports 1 (PT),http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19158/index.m3u8
Viasat Sport Ultra HD DK,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19163/index.m3u8
Rai Sport HD,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/19106/index.m3u8
CANAL+ SPORT 2 (PL),http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/6099/index.m3u8
CANAL+ SPORT 5 (PL),http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/2519/index.m3u8
Setanta Sports 1,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/20065/index.m3u8
NBA TV (TR),http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/6838/index.m3u8
Tennis Channel,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/6096/index.m3u8
NBC Golf (CA),http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/3VUUVVRYT8GSD8/6481/index.m3u8
NBC Golf (CA),# 备用
NBC Golf (CA),# 央视
NBC Golf (CA),CCTV1：http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221227467/index.m3u8
NBC Golf (CA),CCTV1 4K：http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8
NBC Golf (CA),CCTV-4 中文国际 欧洲：http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/57/01.m3u8?&HlsSubType=&encrypt=1
NBC Golf (CA),CCTV-4 中文国际 美洲：http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/57/01.m3u8?&HlsSubType=&encrypt=1
NBC Golf (CA),CCTV5 4K：http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
NBC Golf (CA),CCTV8：http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227473/index.m3u8
NBC Golf (CA),CCTV5+：http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
NBC Golf (CA),CGTN：http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
NBC Golf (CA),CGTN：http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225747/2/index.m3u8
NBC Golf (CA),CGTN：http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806f4f64099/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUap6gG4YPDtM5jJ9BeY859LkHVEKIeieCbU4HUV%2BZ9aFwSHAnd8F70VqU6TYif81mMC79YJ%2BEEiYI8DYDTaxhzE
NBC Golf (CA),CGTN：http://221.219.98.211:4022/udp/239.3.1.215:4220
NBC Golf (CA),CGTN纪录：http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225645/2/index.m3u8
NBC Golf (CA),CGTN纪录：http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63a15d0ee63f3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSaCqIIft58cZ4PZIJmJQKDE%2BhMJnrkAZeCJCdRJXvlspyKifC5nxyZPvhyagt5zUWfqOxoNjmqM5FCfJztd4V4
NBC Golf (CA),CGTN纪录：http://221.219.98.211:4022/udp/239.3.1.216:4220
NBC Golf (CA),CCTV-4K 超高清：http://[2409:8087:2001:20:2800:0:df6e:eb25]/ott.mobaibox.com/PLTV/4/224/3221228472/index.m3u8
NBC Golf (CA),CCTV超高清 8K：http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
NBC Golf (CA),CCTV超高清 8K：http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw2749731958_105918260/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?
NBC Golf (CA),CCTV超高清 8K：http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
NBC Golf (CA),# 地方
NBC Golf (CA),上海纪实人文：http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226174/1.m3u8
NBC Golf (CA),上海纪实人文：http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
NBC Golf (CA),上海纪实人文：http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227635/index.m3u8
NBC Golf (CA),上海第一财经：http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226172/1.m3u8
NBC Golf (CA),上海东方财经：http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226602/1.m3u8
NBC Golf (CA),五星体育：http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001018/index.m3u8?
NBC Golf (CA),劲爆体育：http://alltzy.cn/dl/bestv.php?id=jbtyhd8m/8000000
NBC Golf (CA),乐游：http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001200/index.m3u8?
NBC Golf (CA),湖南金鹰纪实：http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001230/index.m3u8?
NBC Golf (CA),山东体育：http://119.183.206.43:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
NBC Golf (CA),山东体育：http://60.217.76.197:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
NBC Golf (CA),重庆汽摩：https://live.goodiptv.club/api/cqyx.php?id=cqcarSD
NBC Golf (CA),# 港澳台
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2800:0:df6e:eb25]/ott.mobaibox.com/PLTV/肥羊/224/3221228527/index.m3u8
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2900:0:df6e:eb04]/ott.mobaibox.com/PLTV/1/224/3221228527/1.m3u8
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2800:0:df6e:eb24]/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/ott.mobaibox.com/PLTV/4/224/3221228527/index.m3u8 
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8 
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
NBC Golf (CA),凤凰卫视中文台：http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1668336354&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
NBC Golf (CA),凤凰卫视资讯台：http://[2409:8087:2001:20:2800:0:df6e:eb27]/ott.mobaibox.com/PLTV/肥羊/224/3221228524/index.m3u8
NBC Golf (CA),凤凰卫视资讯台：http://[2409:8087:2001:20:2800:0:df6e:eb27]/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
NBC Golf (CA),凤凰卫视资讯台：http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/ott.mobaibox.com/PLTV/4/224/3221228524/index.m3u8
NBC Golf (CA),凤凰卫视资讯台：http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8 
NBC Golf (CA),凤凰卫视资讯台：http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3 
NBC Golf (CA),凤凰卫视资讯台：https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV22.m3u8
NBC Golf (CA),凤凰卫视资讯台：https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV43.m3u8 
NBC Golf (CA),凤凰卫视资讯台：http://175.43.106.172:4022/udp/239.61.2.183:9086
NBC Golf (CA),凤凰卫视香港台：http://[2409:8087:2001:20:2800:0:df6e:eb1d]/ott.mobaibox.com/PLTV/3/224/3221228530/1.m3u8
NBC Golf (CA),CTV中视新闻：http://www.terrykang.xyz:35455/youtube/TCnaIE_SAtM
NBC Golf (CA),民视新闻：http://www.terrykang.xyz:35455/youtube/ylYJSBUgaMA
NBC Golf (CA),台视新闻：http://www.terrykang.xyz:35455/youtube/xL0ch83RAK8
NBC Golf (CA),台视新闻：http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
NBC Golf (CA),中天新闻：http://www.terrykang.xyz:35455/youtube/oIgbl7t0S_w
NBC Golf (CA),SET三立inews：https://ythls.armelin.one/channel/UCoNYj9OFHZn3ACmmeRCPwbA.m3u8
NBC Golf (CA),TVBS News：http://www.terrykang.xyz:35455/youtube/m_dhMSvUCIc
NBC Golf (CA),TVBS News：https://ythls.armelin.one/channel/UC5nwNW4KdC0SzrhF9BXEYOQ.m3u8
NBC Golf (CA),TVBS News：https://tv.iill.top/youtube/m_dhMSvUCIc
NBC Golf (CA),TWIWAN+：https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
NBC Golf (CA),mnews·镜新闻：https://ythls.armelin.one/channel/UC4LjkybVKXCDlneVXlKAbmw.m3u8
NBC Golf (CA),# 国际
NBC Golf (CA),ABC News Live：https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV24.m3u8
NBC Golf (CA),ABC News Live：https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/SamsungTVPlus/USBA370000104.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/5a6b92f6e22a617379789618-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6231eb3865be650007f59595-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6231ede1be5b460007f91bc1-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6350fdd266e9ea0007bedec5-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/62441d6ded1827000763dcda-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/62310f66d5888f0007534342-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/62310d5a5dc9550007c6f580-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/62310d5a5dc9550007c6f580-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6231ec93779a9d00079ba8e2-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6231ec4b62cd1f0007093c7b-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6231e909bc960f00075d8e7c-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/6231e9b7f6deff00074674f4-alt.m3u8
NBC Golf (CA),CBS News：https://i.mjh.nz/PlutoTV/61e82af27027f9000753c6e4-alt.m3u8
NBC Golf (CA),CBS News New York：https://i.mjh.nz/PlutoTV/5dc9b8223687ff000936ed79-alt.m3u8
NBC Golf (CA),CBS News New York：https://i.mjh.nz/PlutoTV/5dc48170e280c80009a861ab-alt.m3u8
NBC Golf (CA),CBS News Los Angeles：https://i.mjh.nz/PlutoTV/5dc9b875e280c80009a8a44a-alt.m3u8
NBC Golf (CA),CBS News Chicago：https://i.mjh.nz/PlutoTV/62cdc75b1a1cbd0007ed45dc-alt.m3u8
NBC Golf (CA),CBS News Chicago：https://i.mjh.nz/PlutoTV/5eb1aeb2fd4b8a00076c2047-alt.m3u8
NBC Golf (CA),CBS News Colorado：https://i.mjh.nz/PlutoTV/5eb1b12146cba40007aa7e5d-alt.m3u8
NBC Golf (CA),CBS News Detroit：https://i.mjh.nz/PlutoTV/634f2610d5023700078f7dee-alt.m3u8
NBC Golf (CA),CBS News Los Angeles：https://i.mjh.nz/PlutoTV/5dc481cda1d430000948a1b4-alt.m3u8
NBC Golf (CA),CBS News Miami：https://i.mjh.nz/PlutoTV/60fb299b79498900070b29e0-alt.m3u8
NBC Golf (CA),CBS News Boston：https://i.mjh.nz/PlutoTV/5eb1af2ad345340008fccd1e-alt.m3u8
NBC Golf (CA),CBS News Pittsburgh：https://i.mjh.nz/PlutoTV/5eb1b17aa5277e00083f6521-alt.m3u8
NBC Golf (CA),CNN：https://i.mjh.nz/SamsungTVPlus/CHBD800001D0.m3u8
NBC Golf (CA),CNN：https://i.mjh.nz/SamsungTVPlus/DEBD800001S4.m3u8
NBC Golf (CA),CNN：https://i.mjh.nz/SamsungTVPlus/GBBD8000016N.m3u8
NBC Golf (CA),CNN：https://i.mjh.nz/SamsungTVPlus/INBD1300022TS.m3u8
NBC Golf (CA),CNN FAST：https://i.mjh.nz/SamsungTVPlus/CHBD1900001JB.m3u8
NBC Golf (CA),CNN FAST：https://i.mjh.nz/SamsungTVPlus/DEBD19000012M.m3u8
NBC Golf (CA),CNN FAST：https://i.mjh.nz/SamsungTVPlus/ESBD190000137.m3u8
NBC Golf (CA),CNN FAST：https://i.mjh.nz/SamsungTVPlus/FRBD190001055.m3u8
NBC Golf (CA),CNN FAST：https://i.mjh.nz/SamsungTVPlus/GBBD1900008O3.m3u8
NBC Golf (CA),CNN FAST：https://i.mjh.nz/SamsungTVPlus/ITBD19000097D.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/ATBA3300018K1.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/CHBA3300018TD.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/DEBA3300027ZJ.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/ESBA3300024AJ.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/FRBA3300032DN.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/GBBA3300033C2.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/ITBA3300025F5.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/KRBB500039Y5.m3u8
NBC Golf (CA),Bloomberg TV+：https://i.mjh.nz/SamsungTVPlus/USAJ3400011A8.m3u8
NBC Golf (CA),Bloomberg TV+：https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8?zshijd
NBC Golf (CA),Bloomberg TV+：https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
NBC Golf (CA),Bloomberg Originals：https://i.mjh.nz/SamsungTVPlus/ESAJ2900002J4.m3u8
NBC Golf (CA),Bloomberg Originals：https://i.mjh.nz/SamsungTVPlus/GBBC900012J9.m3u8
NBC Golf (CA),Bloomberg Originals：https://i.mjh.nz/SamsungTVPlus/INBA5100022O4.m3u8
NBC Golf (CA),Bloomberg Originals：https://i.mjh.nz/SamsungTVPlus/KRBB500044GP.m3u8
NBC Golf (CA),Bloomberg Originals：https://i.mjh.nz/SamsungTVPlus/USAJ30000041W.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/CHBA1000007U6.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/DEBA3300022IF.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/ESAJ4500017Y1.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/FRAJ4500020YA.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/GBAJ4900002DE.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/INBA51000038B.m3u8
NBC Golf (CA),Fashion TV：https://i.mjh.nz/SamsungTVPlus/ITAJ4500017PG.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/CABD1200008JG.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/CHBA3300010UC.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/DEBA3300019EB.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/ESBC2700009B4.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/FRBA3300037Y7.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/GBBD1100008YW.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/INBA5100009V3.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/ITBD1000002HF.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/KRBD1900001Y2.m3u8
NBC Golf (CA),FIFA+：https://i.mjh.nz/SamsungTVPlus/USBD12000255B.m3u8
NBC Golf (CA),FOX News：https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
NBC Golf (CA),France 24：https://ythls.armelin.one/channel/UCQfwfsi5VrQ8yKZ-UWmAEFg.m3u8
NBC Golf (CA),France 24 fast：https://i.mjh.nz/SamsungTVPlus/DEBD1100002II.m3u8
NBC Golf (CA),France 24 fast：https://i.mjh.nz/SamsungTVPlus/ESBD1100001PQ.m3u8
NBC Golf (CA),France 24 fast：https://i.mjh.nz/SamsungTVPlus/GBBD1100002L5.m3u8
NBC Golf (CA),France 24 fast：https://i.mjh.nz/SamsungTVPlus/ITBD1100002WX.m3u8
NBC Golf (CA),GBN：https://i.mjh.nz/SamsungTVPlus/GBBB1600008R3.m3u8
NBC Golf (CA),Tennis Channel：https://i.mjh.nz/SamsungTVPlus/CHBA22000080G.m3u8
NBC Golf (CA),Tennis Channel：https://i.mjh.nz/SamsungTVPlus/DEBA2200008NL.m3u8
NBC Golf (CA),Tennis Channel：https://i.mjh.nz/SamsungTVPlus/ESBD2600001ME.m3u8
NBC Golf (CA),Tennis Channel：https://i.mjh.nz/SamsungTVPlus/GBBA33000529G.m3u8
NBC Golf (CA),Tennis Channel：https://i.mjh.nz/SamsungTVPlus/INBA4900017K8.m3u8
NBC Golf (CA),NBC News NOW：https://i.mjh.nz/SamsungTVPlus/CAAJ2700011IF.m3u8
NBC Golf (CA),NBC News NOW：https://i.mjh.nz/SamsungTVPlus/GBBB1500004LG.m3u8
NBC Golf (CA),NBC News NOW：https://i.mjh.nz/SamsungTVPlus/ITBC4000028E.m3u8
NBC Golf (CA),NBC News NOW：https://i.mjh.nz/SamsungTVPlus/USBB2200014DK.m3u8
NBC Golf (CA),NBC News NOW：https://i.mjh.nz/PlutoTV/5df97894467dfa00091c873c-alt.m3u8
NBC Golf (CA),NBC News NOW：https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8
NBC Golf (CA),News 12 New York：https://i.mjh.nz/PlutoTV/5fff49cfb5cd4f0007c2b0dc-alt.m3u8
NBC Golf (CA),TED：https://i.mjh.nz/SamsungTVPlus/USBC2100013WI.m3u8
NBC Golf (CA),Reuters：https://i.mjh.nz/SamsungTVPlus/FRBA3300024L2.m3u8
NBC Golf (CA),Reuters：https://i.mjh.nz/SamsungTVPlus/GBBA33000219V.m3u8
NBC Golf (CA),# 数字
NBC Golf (CA),求索纪录：http://171.217.58.196:8088/udp/239.93.42.24:5140
NBC Golf (CA),江苏移动8K测试：http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tW1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
